q1,q2,q3,q4,q5,q6,index,obj,alpha_6,a_6,theta_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,a_3,alpha_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
93.938,-65.473,85.458,28.447,127.629,-292.274,theta_3,-3.619,-0.828,0.236,0.309,0.000,2.735,0.437,-1.703,0.603,0.144,-0.283,-2.461,1.034,1.388,-8.814,-0.142,-1.062,0.460,0.279,-0.238,0.680,1.098,-0.041,-0.000,-0.000
92.749,-71.800,98.310,19.500,128.607,-314.164,theta_3,-3.614,-0.745,0.423,0.554,0.000,2.553,0.440,-2.148,0.643,0.263,-0.287,-2.970,0.864,1.283,-9.625,-0.156,-1.291,0.346,0.237,-0.250,0.665,1.209,-0.044,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.910,5.031,-6.353,83.167,82.125,312.438,beta_3,-20.567,-0.220,-0.114,-0.149,0.015,-1.083,-0.133,-0.169,0.137,0.124,-0.036,-0.287,-0.494,1.885,0.000,0.000,-6.852,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000
105.910,5.030,-5.507,86.716,77.937,-31.752,beta_3,-20.567,-0.107,-0.208,-0.272,-0.020,-1.039,-0.199,-0.073,0.063,0.248,-0.019,-0.211,-0.536,1.881,0.000,-0.000,-6.831,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
105.910,5.030,-12.878,85.039,85.758,-75.005,beta_3,-20.692,-0.355,-0.021,-0.027,0.054,-1.168,-0.072,0.033,0.213,0.050,-0.063,-0.108,-0.493,1.919,0.000,-0.000,-7.063,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000
105.915,5.051,-15.188,93.716,83.228,-54.840,beta_3,-20.909,-0.251,-0.168,-0.220,0.023,-1.085,-0.111,0.054,0.104,0.267,-0.040,-0.081,-0.459,1.930,0.003,0.000,-7.078,-0.001,-0.000,0.000,0.000,-0.001,-0.000,0.000,-0.000
105.910,5.030,-20.916,97.426,75.918,-45.618,beta_3,-20.744,-0.257,-0.223,-0.291,-0.001,-1.365,-0.228,-0.199,0.137,0.338,-0.053,-0.449,-0.319,1.947,-0.000,0.000,-7.622,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.910,5.030,-21.930,94.103,77.428,-76.148,beta_3,-20.677,-0.447,-0.077,-0.101,0.029,-1.611,-0.207,0.057,0.207,0.227,-0.078,-0.197,-0.467,1.948,-0.000,0.000,-7.950,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
105.911,5.031,-24.957,108.719,77.917,-31.678,beta_3,-21.276,-0.080,-0.258,-0.338,-0.027,-0.947,-0.183,0.087,0.018,0.491,-0.010,-0.078,-0.293,1.966,0.000,0.000,-7.156,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000
105.909,5.031,-28.955,104.974,78.283,-65.073,beta_3,-21.114,-0.388,-0.212,-0.277,0.026,-1.429,-0.185,0.072,0.139,0.443,-0.068,-0.198,-0.279,1.970,0.000,-0.000,-7.868,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000
105.910,5.030,-29.972,104.335,76.276,-86.036,beta_3,-20.685,-0.524,-0.123,-0.161,0.027,-1.630,-0.215,0.370,0.164,0.450,-0.083,0.055,-0.402,1.969,-0.000,-0.000,-8.184,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000
105.910,5.030,0,80,76.276,-86.036,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
105.910,5.030,0,80,76.276,-358.688,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
105.910,5.031,-29.361,114.527,67.384,-358.688,beta_3,-21.348,0.160,-0.173,-0.226,-0.097,-0.868,-0.322,0.096,-0.003,0.543,0.002,-0.168,-0.176,1.977,0.000,0.000,-7.130,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
119.682,-90.000,139.999,-15.772,49.856,338.455,alpha_2,-2.101,-0.624,-0.160,-0.209,0.001,-1.764,-0.451,-3.160,0.857,-1.288,-0.273,-3.787,-5.420,0.886,-10.871,0.166,-3.085,7.111,0.058,0.652,-0.542,-1.154,-0.035,-0.000,-0.000
115.865,-89.992,140.000,-18.046,49.197,20.609,alpha_2,-2.081,-0.367,-0.360,-0.471,-0.001,-1.294,-0.504,-3.377,0.915,-1.106,-0.264,-4.066,-4.757,0.899,-11.241,0.121,-2.926,6.270,0.058,0.434,-0.431,-0.851,-0.018,0.000,-0.000
119.637,-90.000,127.297,-2.818,48.997,-16.439,alpha_2,-2.062,-0.593,-0.210,-0.274,-0.000,-1.740,-0.466,-3.184,0.857,-1.266,-0.274,-3.838,-5.379,1.108,-10.910,0.166,-4.221,7.005,0.060,0.646,-0.454,-1.150,-0.032,-0.000,-0.000
119.518,-90.000,149.232,-30.426,51.284,-21.294,alpha_2,-2.111,-0.668,-0.100,-0.131,0.000,-1.648,-0.421,-3.504,0.950,-1.517,-0.251,-3.974,-5.161,0.727,-10.886,0.164,-2.262,7.084,0.058,0.642,-0.546,-1.141,-0.035,0.000,-0.000
120.085,-90.000,140.000,-18.690,51.306,-31.522,alpha_2,-2.098,-0.705,-0.025,-0.033,0.007,-1.799,-0.421,-3.270,0.904,-1.469,-0.262,-3.756,-5.499,0.884,-10.824,0.170,-3.102,7.206,0.058,0.676,-0.560,-1.186,-0.038,0.000,-0.000
118.646,-90.000,136.544,-22.872,59.182,-47.495,alpha_2,-2.076,-0.831,0.305,0.400,0.055,-1.644,-0.313,-3.639,1.036,-1.750,-0.221,-3.835,-5.404,0.948,-10.953,0.153,-3.350,6.966,0.058,0.591,-0.587,-1.073,-0.032,0.000,-0.000
115.775,-90.000,148.611,-30.565,50.345,-340.705,alpha_2,-2.088,-0.420,-0.359,-0.470,-0.002,-1.222,-0.479,-3.629,0.981,-1.228,-0.246,-4.231,-4.573,0.751,-11.248,0.120,-2.261,6.257,0.058,0.430,-0.432,-0.844,-0.018,-0.000,-0.000
115.649,-90.000,138.167,-22.894,53.472,-359.919,alpha_2,-2.075,-0.572,-0.252,-0.330,-0.016,-1.325,-0.427,-3.849,1.031,-1.411,-0.199,-4.242,-4.815,0.962,-11.232,0.115,-3.171,6.338,0.014,0.436,-0.411,-0.863,-0.019,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
105.901,69.997,-52.458,64.918,96.831,324.408,alpha_2,-2.060,0.156,0.311,0.407,-0.091,0.063,0.085,-0.118,0.100,-0.004,0.086,-0.006,3.541,1.187,8.623,0.000,-3.143,-2.939,-0.012,-0.000,-0.005,0.001,-0.000,0.000,-0.000
105.876,70.000,-47.338,69.818,105.232,-75.006,alpha_2,-2.054,0.410,0.416,0.544,-0.009,0.093,0.219,0.882,-0.036,0.090,-0.025,0.714,3.266,1.236,8.618,0.000,-3.121,-2.980,-0.033,-0.001,-0.022,0.004,-0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
140,-30.000,55.000,47.000,78.000,180,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
193.528,-80.214,-11.701,103.000,67.000,180,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
249.016,-30.000,18.252,135.389,75.835,180,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
248.992,-45.000,-28.355,134.257,79.430,359.662,theta_2,-9.379,-0.135,-0.288,-0.377,-0.193,-0.785,-0.305,-2.027,0.600,0.091,0.169,-1.701,4.626,0.995,8.748,-0.155,-2.559,1.935,-0.347,15.904,0.004,-0.081,0.127,0.000,-0.000
249.748,-45.000,-3.418,135.935,83.736,350.621,theta_2,-9.595,-0.137,-0.227,-0.297,-0.018,-0.866,-0.273,-0.773,0.205,0.412,0.006,-0.771,4.041,1.383,8.498,-0.165,-3.644,1.844,-0.359,15.878,0.016,0.015,0.162,-0.000,-0.000
249.595,-30.000,31.985,128.266,75.391,97.855,theta_2,-8.568,-0.021,0.369,0.483,-0.059,0.348,-0.312,1.891,-0.141,0.102,0.042,2.058,1.565,1.873,6.393,-0.079,-3.597,1.386,-0.244,14.966,-0.062,0.064,0.545,0.000,-0.000
249.087,-33.490,-0.000,125.897,69.674,83.419,theta_2,-9.108,0.124,-0.245,-0.321,-0.046,-0.005,-0.422,-0.151,0.334,0.198,-0.008,-0.209,3.022,1.577,7.677,-0.078,-3.480,1.589,-0.254,15.449,0.008,-0.002,0.376,-0.000,-0.000
250.149,-38.063,-0.000,122.406,69.880,73.325,theta_2,-9.122,0.133,-0.433,-0.566,-0.081,-0.137,-0.435,-0.777,0.450,0.250,0.024,-0.812,3.214,1.515,7.487,-0.105,-3.390,1.640,-0.310,15.541,0.101,0.121,0.354,0.000,-0.000
250.149,-38.063,-30,150,69.880,73.325,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
250.149,-38.063,-30,150,69.880,-269.751,JOINT_CONTINUE,,,,,,,,,,,,,,,,,,,,,,,,,
248.956,-27.305,-8.286,125.513,74.623,-269.751,theta_2,-8.805,-0.007,-0.280,-0.367,-0.019,0.474,-0.299,-0.569,0.482,0.190,0.000,-0.622,2.718,1.541,7.283,-0.041,-3.026,1.362,-0.197,15.155,0.051,0.012,0.481,0.000,-0.000
249.198,-30.834,-0.000,129.986,72.364,-282.177,theta_2,-8.994,0.033,-0.158,-0.207,-0.013,0.222,-0.365,-0.011,0.261,0.166,-0.023,-0.077,2.783,1.607,7.534,-0.061,-3.375,1.486,-0.229,15.342,0.042,0.028,0.419,0.000,-0.000
249.778,-45.000,-1.469,125.123,61.553,-291.145,theta_2,-9.577,0.435,-0.539,-0.706,-0.183,-0.947,-0.617,-0.309,0.317,0.273,0.037,-0.345,4.046,1.413,8.819,-0.168,-3.829,1.845,-0.347,15.936,0.007,0.017,0.123,0.000,-0.000
249.864,-37.330,-0.000,132.378,71.612,-305.744,theta_2,-9.199,0.071,-0.316,-0.413,-0.038,-0.188,-0.415,-0.361,0.236,0.254,-0.012,-0.435,3.249,1.530,7.826,-0.101,-3.511,1.652,-0.293,15.605,0.077,0.086,0.323,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
249.475,-41.666,-0.723,-89.026,-80.000,-188.788,theta_2,-8.626,-0.055,-0.164,-0.215,-0.289,0.963,0.125,4.774,-0.700,0.847,1.728,1.215,4.016,1.481,10.073,-0.141,-4.273,1.834,-0.267,16.079,-0.001,-0.001,0.004,0.000,-0.000
105.910,-5.497,137.166,-50.013,91.800,32.754,beta_2,-3.544,-0.420,0.044,0.058,0.000,0.838,0.023,-0.278,0.105,-0.044,-0.022,-0.345,0.307,0.056,-1.043,0.000,-0.804,0.240,0.036,0.000,0.902,-0.000,0.000,0.000,-0.000
105.910,-9.455,141.196,-55.757,81.831,304.248,beta_2,-4.320,-0.417,0.067,0.088,0.000,-0.910,-0.107,-0.317,0.184,-0.033,-0.086,-0.594,-0.598,0.027,-1.465,0.000,0.658,0.660,0.105,-0.000,-1.396,-0.000,-0.000,0.000,-0.000
105.910,-7.456,140.668,-52.890,83.323,-41.493,beta_2,-4.459,-0.283,-0.047,-0.062,-0.000,-0.681,-0.086,-0.270,0.125,0.120,-0.068,-0.507,-0.481,0.019,-1.252,-0.000,0.567,0.545,0.097,-0.000,-1.198,0.000,0.000,-0.000,-0.000
105.910,38.488,71.865,44.045,81.380,-281.130,beta_2,-2.416,-0.149,-0.111,-0.145,0.000,0.789,-0.100,3.825,-0.837,0.397,0.085,4.081,3.355,0.411,3.637,-0.000,2.669,-1.997,0.037,0.000,-2.854,-0.000,0.000,0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
257.628,45.000,-83.686,-36.657,-68.634,114.339,beta_2,-2.397,-0.739,-0.252,-0.329,-0.024,1.228,0.033,1.295,0.002,2.949,1.597,0.651,5.862,1.014,7.804,-0.808,-0.710,-1.684,0.268,11.090,-7.839,0.242,1.047,-0.000,-0.000
260.112,14.634,-136.826,57.487,-86.614,63.247,beta_2,-4.156,-0.494,-0.443,-0.580,0.000,1.075,-0.001,0.422,0.014,3.792,1.455,4.587,3.055,-0.079,10.923,-1.365,7.174,-0.386,0.038,11.475,-11.899,-0.017,0.193,0.000,-0.000
260.273,7.594,-137.657,51.838,-87.357,360.000,beta_2,-4.055,-0.020,0.004,0.006,0.000,0.256,0.001,0.571,-0.163,4.413,1.446,4.627,2.309,-0.133,10.630,-1.371,6.954,-0.088,0.019,11.520,-11.272,-0.006,0.144,-0.000,-0.000
237.122,9.728,-128.823,38.490,-85.974,-27.174,beta_2,-3.990,-0.471,0.281,0.368,0.000,-0.226,-0.015,-2.511,0.693,-4.001,1.369,4.174,1.157,0.625,10.083,1.280,-7.952,-0.134,-0.013,10.758,10.803,0.023,0.140,-0.000,-0.000
237.076,9.357,-126.898,37.716,-85.495,-37.099,beta_2,-3.993,-0.511,0.401,0.524,0.000,-0.331,-0.007,-2.462,0.703,-3.862,1.364,4.141,0.956,0.646,10.098,1.281,-7.951,-0.125,-0.012,10.760,10.765,0.019,0.134,0.000,-0.000
236.994,8.263,-128.224,32.981,-88.819,-360.000,beta_2,-3.967,-0.271,0.037,0.049,0.000,0.129,-0.034,-2.343,0.620,-4.234,1.401,4.207,1.282,0.620,10.241,1.283,-7.878,-0.097,-0.009,10.780,10.660,0.014,0.106,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
47.271,-7.326,-15.963,70.000,148.662,188.017,alpha_1,-10.198,-0.036,-0.746,-0.977,-0.095,1.575,0.380,-0.634,0.703,1.493,-0.114,-0.244,0.121,1.903,-0.209,-0.556,-1.052,-0.370,0.103,1.263,1.919,6.241,0.004,0.000,-0.000
46.290,-9.510,-23.677,70.000,137.166,182.967,alpha_1,-9.928,-0.229,-0.572,-0.749,0.050,0.768,0.146,-1.072,0.850,1.782,-0.109,-0.847,-0.195,1.901,-0.407,-0.612,-1.494,-0.525,0.127,1.282,1.258,5.992,0.006,-0.000,-0.000
44.429,-13.206,-7.764,69.088,142.154,173.586,alpha_1,-10.517,-0.298,-0.721,-0.944,0.006,1.364,0.257,-0.415,0.670,1.443,-0.131,-0.247,0.069,1.883,-0.684,-0.601,-1.026,-0.860,0.142,1.469,1.712,6.337,0.001,0.000,-0.000
42.050,-12.461,2.032,70.000,144.000,158.741,alpha_1,-10.005,-0.387,-0.691,-0.904,-0.035,1.894,0.325,0.135,0.513,1.017,-0.109,0.185,0.359,1.859,-0.611,-0.570,-0.888,-0.873,0.121,1.714,2.418,6.860,0.026,-0.000,-0.000
46.149,-13.488,-3.526,70.000,137.469,154.918,alpha_1,-10.440,-0.474,-0.639,-0.837,0.037,1.599,0.223,-0.163,0.594,1.227,-0.135,-0.149,0.162,1.878,-0.862,-0.572,-0.977,-0.857,0.140,1.348,1.876,6.293,0.001,0.000,-0.000
32.771,-12.465,-17.619,70.000,141.496,152.120,alpha_1,-9.900,-0.322,-0.775,-1.015,0.013,1.244,0.121,-0.961,0.788,2.245,-0.073,-0.435,-0.031,1.862,0.489,-0.701,-0.432,-1.006,0.128,2.519,1.885,7.173,-0.002,-0.000,-0.000
35.085,-14.661,-17.634,70.000,144.183,-173.990,alpha_1,-10.238,-0.170,-0.674,-0.883,0.023,0.702,0.143,-1.002,0.817,2.083,-0.096,-0.645,-0.168,1.860,-0.041,-0.720,-0.923,-1.135,0.150,2.223,1.322,6.754,0.000,-0.000,-0.000
46.056,-8.861,-12.297,70.000,142.967,-196.809,alpha_1,-10.321,-0.295,-0.746,-0.977,-0.033,1.722,0.303,-0.438,0.664,1.459,-0.117,-0.159,0.189,1.896,-0.267,-0.562,-0.859,-0.506,0.111,1.368,2.023,6.372,-0.000,-0.000,-0.000
41.089,-17.342,-0.933,70.000,138.788,-198.930,alpha_1,-10.599,-0.471,-0.674,-0.882,0.058,1.318,0.179,-0.175,0.605,1.356,-0.139,-0.178,0.078,1.861,-0.917,-0.639,-0.897,-1.266,0.161,1.737,1.653,6.538,-0.000,0.000,-0.000
37.740,-16.083,-0.667,70.000,142.586,-214.373,alpha_1,-10.272,-0.464,-0.701,-0.918,-0.002,1.792,0.238,-0.255,0.587,1.497,-0.116,-0.105,0.254,1.861,-0.462,-0.633,-0.437,-1.272,0.142,2.089,2.191,7.016,0.000,-0.000,-0.000
105.93,-10.52,117.31,-16.77,90,-15.93,LINEAR,,,,,,,,,,,,,,,,,,,,,,,,,
265.05,82.61,-77.67,-45.22,-93.26,261.89,JOINT,,,,,,,,,,,,,,,,,,,,,,,,,
249.305,10.682,-126.303,34.898,-86.444,211.509,a_1,-0.875,-0.928,-0.179,-0.234,0.111,-1.770,-0.394,1.357,0.120,0.056,1.513,-1.687,-0.090,0.059,0.116,-0.009,-0.403,-0.157,0.174,10.227,0.014,0.062,1.343,0.000,-0.000
237.598,9.445,-138.217,62.538,-65.413,204.121,a_1,-0.891,-0.908,-0.217,-0.284,0.250,-0.901,-0.173,0.603,0.385,0.564,1.604,-0.626,0.036,0.043,-0.021,0.105,0.480,-0.289,0.153,9.782,-0.090,-0.959,1.286,0.000,-0.000
244.886,10.877,-140.240,71.882,-93.868,158.014,a_1,-0.894,-0.758,0.313,0.410,0.224,-1.369,-0.559,0.201,0.489,0.386,1.658,-0.242,0.037,0.010,0.139,0.015,0.066,-0.241,0.173,10.083,-0.211,-0.352,1.324,0.000,-0.000
245.218,12.292,-138.242,40.940,-99.562,50.766,a_1,-0.901,-0.025,0.177,0.232,0.002,-1.314,-0.615,0.039,0.071,0.038,1.469,-0.447,0.055,0.020,0.304,0.019,-0.048,-0.284,0.185,10.095,-0.134,-0.316,1.326,0.000,-0.000
244.199,14.784,-139.338,35.468,-78.849,-9.422,a_1,-0.901,-0.118,-0.272,-0.356,0.048,-1.246,-0.360,-0.160,0.020,0.007,1.425,-0.327,0.132,0.027,0.596,0.024,-0.010,-0.395,0.205,10.058,-0.179,-0.411,1.321,0.000,-0.000
250.331,17.542,-134.475,52.589,-90.651,-156.099,a_1,-0.882,-0.953,0.021,0.027,0.222,-1.885,-0.442,0.662,0.360,0.193,1.639,-0.724,0.074,0.043,0.937,-0.040,-0.491,-0.329,0.233,10.256,-0.134,0.137,1.346,0.000,-0.000
247.209,19.688,-127.972,33.735,-100.671,-193.576,a_1,-0.871,-0.783,0.427,0.559,0.096,-1.820,-0.624,1.143,0.207,0.208,1.567,-1.391,0.125,0.110,1.201,-0.016,-0.340,-0.485,0.245,10.163,-0.215,-0.152,1.334,0.000,-0.000
