q1,q2,q3,q4,q5,q6,index,obj,alpha_6,theta_6,a_6,d_6,theta_5,a_5,alpha_5,d_5,alpha_4,a_4,theta_4,alpha_3,a_3,theta_3,d_4,beta_3,alpha_2,a_2,theta_2,beta_2,alpha_1,a_1,d_1,theta_1
269.720,69.728,-21.314,114.731,80.000,139.013,a_1,-1.443,-1.296,0.152,0.116,0.628,-1.648,-0.694,-1.712,0.823,1.038,-0.666,-2.938,-0.300,1.709,-3.526,-0.524,-2.741,-0.470,0.745,3.761,-4.353,0.533,1.798,0.000,-0.000
-67.695,81.883,8.310,-103.475,-88.532,-52.223,a_1,-1.441,-1.448,0.356,0.272,0.760,-0.431,0.131,-4.027,0.943,0.834,1.162,-0.457,-1.512,1.705,-5.966,-0.419,-3.765,1.682,0.853,1.414,-1.663,0.876,1.912,0.000,-0.000
-69.135,68.020,0.893,-94.445,180.000,-237.207,a_1,-1.441,0.211,1.145,0.875,-0.229,-3.510,-1.004,-2.622,0.834,-0.595,1.314,-1.431,-1.385,1.841,-4.730,-0.111,-0.985,2.547,0.755,3.471,2.409,1.890,1.886,-0.000,-0.000
-89.941,62.587,22.826,-92.799,-94.999,-140.582,a_1,-1.440,-1.434,0.028,0.021,0.702,-1.996,-0.344,-2.570,1.056,1.016,1.269,-0.969,-1.555,1.759,-5.789,-0.425,-1.944,-0.086,0.775,3.073,-3.168,0.516,1.850,-0.000,-0.000
255.294,63.672,-0.749,-90.190,-86.875,251.849,a_1,-1.438,-1.368,-0.401,-0.307,0.619,-2.667,-0.421,-1.796,0.720,1.008,1.373,-0.667,-0.932,1.797,-2.707,-0.428,-1.195,-1.311,0.695,4.619,-4.254,-0.020,1.735,0.000,-0.000
266.023,66.833,-12.458,113.270,80.000,126.715,a_1,-1.436,-1.325,0.113,0.086,0.639,-1.392,-0.675,-1.621,0.745,1.054,-0.671,-2.859,-0.593,1.736,-4.022,-0.505,-2.380,-0.676,0.752,3.669,-4.423,0.358,1.798,0.000,-0.000
269.657,70.000,-38.456,-65.313,-168.906,-205.204,a_1,-1.434,0.037,1.275,0.974,-0.302,-4.184,-1.191,-2.033,0.748,-0.096,1.445,-1.227,-1.701,1.748,-0.356,-0.169,-0.364,0.714,0.618,5.926,0.316,1.241,1.757,-0.000,-0.000
255.963,68.485,-18.436,120.620,80.000,-232.150,a_1,-1.428,-1.349,0.027,0.021,0.617,-1.375,-0.671,-1.072,0.614,1.188,-0.635,-2.242,-0.362,1.716,-2.721,-0.501,-1.680,-1.577,0.727,4.129,-5.160,-0.080,1.742,-0.000,-0.000
-67.062,80.815,0.003,-84.380,180.000,302.189,a_1,-1.423,-0.952,-0.101,-0.077,-0.150,-3.574,-0.956,-4.053,1.155,0.526,1.224,-0.489,-1.270,1.791,-5.061,-0.075,-0.795,3.219,0.833,2.148,2.734,1.508,1.933,0.000,-0.000
-78.471,61.317,22.456,-125.992,-94.480,327.274,a_1,-1.423,-1.139,-0.162,-0.124,0.614,-1.059,-0.141,-2.502,0.503,0.643,1.175,-1.385,-1.623,1.766,-6.169,-0.450,-3.111,0.639,0.759,3.010,-2.536,0.979,1.861,-0.000,-0.000
269.442,70.000,-18.914,-84.098,-171.455,-53.572,a_1,-1.420,-0.538,-0.822,-0.628,-0.358,-4.376,-1.193,-2.345,0.764,-0.199,1.449,0.927,-1.467,1.876,-0.302,-0.152,-0.042,0.747,0.616,5.964,0.508,1.248,1.756,-0.000,-0.000
-89.784,67.953,15.184,-84.743,-132.959,313.327,a_1,-1.418,-1.456,-0.261,-0.200,0.337,-3.856,-0.896,-4.740,1.226,1.382,1.291,1.014,-1.169,1.811,-3.771,-0.214,-0.241,0.582,0.739,4.026,-0.451,0.891,1.849,0.000,-0.000
-57.057,85.928,0.000,-93.326,-90.434,-83.886,a_1,-1.418,-1.405,0.439,0.336,0.765,-0.130,0.279,-3.788,1.045,0.472,1.131,-0.907,-1.304,1.701,-5.995,-0.347,-4.092,2.915,0.846,1.050,-0.065,1.103,1.913,0.000,-0.000
269.041,52.911,24.318,-110.380,-90.977,246.981,a_1,-1.415,-1.431,-0.419,-0.320,0.632,-2.111,-0.286,-1.485,0.648,0.576,1.310,-1.681,-1.364,1.804,-5.616,-0.414,-1.908,-0.068,0.693,4.002,-2.952,0.644,1.814,0.000,-0.000
-68.380,79.360,0.000,-79.325,179.970,-56.482,a_1,-1.415,-0.938,-0.057,-0.044,-0.169,-3.554,-0.954,-4.293,1.224,0.822,1.220,-0.536,-1.292,1.800,-4.956,-0.081,-0.736,3.050,0.824,2.350,2.602,1.529,1.928,-0.000,-0.000
-74.566,81.422,0.000,-108.885,-85.281,-11.390,a_1,-1.415,-1.320,0.369,0.282,0.689,0.098,0.068,-3.489,0.699,1.392,1.155,-0.691,-1.274,1.720,-5.126,-0.541,-4.247,0.659,0.825,1.889,-3.636,0.703,1.874,0.000,-0.000
267.456,54.272,-8.577,133.430,80.000,85.259,a_1,-1.414,-0.903,0.368,0.281,0.409,-1.032,-0.624,-0.896,0.369,0.802,-0.439,-1.660,-0.268,1.812,-2.003,-0.470,-2.561,-0.308,0.605,5.994,-3.498,0.827,1.695,0.000,-0.000
261.736,55.584,-3.925,126.631,78.326,92.514,a_1,-1.411,-1.028,0.282,0.216,0.470,-1.153,-0.663,-0.959,0.413,0.942,-0.500,-1.835,-0.458,1.801,-2.695,-0.478,-2.205,-0.777,0.640,5.380,-4.192,0.369,1.711,0.000,-0.000
-68.527,82.231,0.000,-75.089,179.997,359.962,a_1,-1.411,-0.589,-0.856,-0.654,-0.167,-3.326,-0.919,-4.782,1.341,1.324,1.180,0.181,-1.157,1.795,-4.567,-0.086,-0.786,3.155,0.819,2.345,2.508,1.517,1.929,0.000,-0.000
-86.383,47.832,23.452,-107.989,-94.999,232.455,a_1,-1.410,-1.422,-0.327,-0.250,0.587,-1.902,-0.278,-1.098,0.633,0.411,1.347,-1.853,-1.234,1.839,-5.230,-0.401,-2.233,0.263,0.635,4.713,-2.278,1.042,1.793,-0.000,-0.000
265.806,57.777,32.370,-111.042,-94.662,-78.455,a_1,-1.408,-1.505,-0.201,-0.153,0.683,-2.675,-0.406,-2.975,0.836,0.798,1.313,-0.281,-1.505,1.745,-5.624,-0.384,-1.295,-0.243,0.736,3.572,-2.944,0.445,1.830,0.000,-0.000
-69.707,67.907,0.793,-98.089,180.000,187.353,a_1,-1.408,-0.478,1.558,1.190,-0.221,-3.591,-0.991,-2.307,0.755,-0.973,1.285,-1.940,-1.508,1.831,-5.193,-0.102,-0.838,2.480,0.772,3.202,2.423,1.771,1.898,0.000,-0.000
-63.426,83.266,0.000,-82.352,178.619,-306.863,a_1,-1.407,-0.005,-0.609,-0.466,-0.139,-3.178,-0.907,-4.338,1.227,0.789,1.200,-0.014,-1.111,1.780,-4.858,-0.073,-1.135,3.643,0.829,2.033,2.988,1.603,1.930,-0.000,-0.000
-68.929,72.727,7.355,-85.000,-179.943,336.228,a_1,-1.407,-0.638,-0.696,-0.532,-0.232,-3.538,-0.970,-4.113,1.186,0.826,1.288,0.363,-0.982,1.828,-4.212,-0.090,-0.867,2.837,0.762,3.386,2.652,1.888,1.891,-0.000,-0.000
-69.774,70.314,0.000,-93.115,180.000,-183.525,a_1,-1.397,-0.345,1.627,1.243,-0.197,-3.631,-1.006,-2.692,0.851,-0.645,1.275,-2.085,-1.563,1.817,-5.496,-0.103,-0.813,2.516,0.798,2.808,2.335,1.622,1.913,0.000,-0.000
-66.368,74.066,0.001,-80.043,180.000,124.340,a_1,-1.396,0.209,0.898,0.686,-0.165,-3.353,-0.961,-3.797,1.137,0.387,1.255,-1.367,-1.405,1.812,-5.207,-0.095,-1.048,2.960,0.804,2.638,2.657,1.714,1.915,-0.000,-0.000
-68.531,64.338,1.251,-135.612,180.000,-224.070,a_1,-1.392,-0.370,1.620,1.238,-0.213,-2.125,-0.626,-0.140,0.169,-3.117,0.931,-2.656,-1.613,1.829,-5.562,-0.110,-1.021,2.389,0.760,3.269,2.423,1.846,1.894,0.000,-0.000
259.819,47.326,23.645,-110.542,-95.000,268.260,a_1,-1.387,-1.337,-0.516,-0.394,0.543,-2.914,-0.486,-1.548,0.568,0.454,1.383,-0.872,-1.066,1.837,-4.048,-0.361,-1.070,-0.516,0.609,5.329,-2.942,0.353,1.733,-0.000,-0.000
248.202,68.282,2.354,-113.152,-95.000,-38.725,a_1,-1.386,-1.193,-0.853,-0.652,0.582,-3.131,-0.674,-1.991,0.396,0.612,1.229,-0.771,-1.176,1.746,-3.491,-0.424,-0.374,-1.918,0.750,3.563,-4.906,-0.394,1.744,0.000,-0.000
-89.837,50.641,10.475,115.301,80.000,-265.544,a_1,-1.385,-1.080,0.312,0.238,0.511,-1.059,-0.639,-1.332,0.515,0.835,-0.546,-2.311,-0.905,1.823,-4.403,-0.478,-2.707,-0.102,0.641,4.881,-3.472,0.802,1.760,-0.000,-0.000
-69.693,79.471,2.411,-66.226,-180.000,-280.619,a_1,-1.385,0.105,-0.526,-0.402,-0.167,-3.040,-0.872,-5.175,1.472,1.759,1.113,-0.303,-1.236,1.794,-5.007,-0.101,-0.798,2.864,0.827,2.316,2.257,1.446,1.930,0.000,-0.000
255.933,69.377,-11.307,-85.000,-132.891,-45.762,a_1,-1.379,-1.166,-0.848,-0.648,0.214,-4.562,-1.106,-3.075,0.814,0.354,1.421,0.990,-1.458,1.845,-0.824,-0.217,0.404,-0.788,0.637,5.484,-1.486,0.257,1.732,0.000,-0.000
-90.000,59.975,22.634,-85.935,-89.383,-166.708,a_1,-1.375,-1.238,-0.267,-0.204,0.637,-1.075,-0.242,-2.589,1.131,1.043,1.274,-0.647,-1.538,1.764,-5.097,-0.510,-2.799,-0.292,0.734,3.641,-4.117,0.538,1.808,0.000,-0.000
262.823,56.975,-4.113,121.419,80.000,76.494,a_1,-1.375,-1.131,0.050,0.038,0.567,-1.077,-0.645,-1.890,0.556,0.994,-0.592,-2.977,-0.599,1.769,-3.964,-0.479,-2.098,-0.695,0.686,4.518,-4.221,0.332,1.758,0.000,-0.000
-69.190,64.435,0.000,-84.603,-179.612,-93.037,a_1,-1.375,-0.762,0.465,0.355,-0.305,-3.702,-1.001,-3.122,0.975,0.065,1.392,-0.409,-1.167,1.881,-3.257,-0.093,-0.878,2.617,0.683,4.657,2.848,2.343,1.832,0.000,-0.000
-69.838,75.096,0.000,-60.520,-180.000,-252.240,a_1,-1.373,0.291,0.014,0.010,-0.202,-3.008,-0.866,-5.094,1.477,1.775,1.139,-0.719,-1.313,1.821,-4.687,-0.104,-0.835,2.740,0.793,2.896,2.321,1.650,1.910,0.000,-0.000
-85.946,51.375,0.134,125.473,80.000,-287.666,a_1,-1.370,-0.906,0.219,0.168,0.458,-1.160,-0.646,-1.588,0.475,0.894,-0.499,-2.494,-0.565,1.816,-3.591,-0.489,-3.085,0.147,0.620,5.333,-3.193,1.119,1.740,-0.000,-0.000
245.273,70.000,-24.506,-85.000,-119.490,264.330,a_1,-1.369,-1.369,-0.484,-0.370,0.312,-4.771,-1.067,-1.461,0.559,-0.004,1.367,-0.609,-1.521,1.753,-0.864,-0.231,0.884,-1.841,0.633,5.138,-2.570,-0.398,1.689,-0.000,-0.000
-68.487,67.275,0.036,-70.000,-179.822,121.112,a_1,-1.369,0.378,0.614,0.469,-0.256,-3.297,-0.952,-4.121,1.247,0.972,1.302,-0.832,-1.253,1.859,-3.980,-0.106,-1.021,2.665,0.723,3.982,2.620,2.121,1.863,-0.000,-0.000
-68.844,87.327,0.019,-67.724,-180.000,77.549,a_1,-1.368,-0.016,-0.532,-0.406,-0.088,-3.031,-0.864,-5.313,1.483,1.715,1.043,-0.565,-1.354,1.744,-5.790,-0.095,-0.733,3.098,0.895,1.118,2.153,1.030,1.963,-0.000,-0.000
266.283,59.857,4.868,-64.724,-117.372,134.096,a_1,-1.359,-0.705,-0.260,-0.198,0.383,-1.726,-0.715,-3.385,1.262,1.311,1.336,0.886,-0.792,1.856,-1.627,-0.432,-2.231,-0.375,0.629,5.784,-3.199,0.753,1.714,-0.000,-0.000
256.739,48.595,24.004,-127.295,-92.764,-58.708,a_1,-1.359,-1.032,-0.892,-0.681,0.464,-2.647,-0.496,-1.152,0.284,0.286,1.218,-1.667,-1.125,1.805,-4.892,-0.400,-1.042,-0.764,0.643,4.608,-3.737,0.083,1.748,-0.000,-0.000
260.564,46.645,18.470,-128.927,-95.000,279.134,a_1,-1.359,-1.028,-1.054,-0.805,0.365,-2.547,-0.462,-0.344,0.179,-0.185,1.129,-2.730,-1.042,1.823,-5.201,-0.370,-1.052,-0.451,0.631,4.686,-3.046,0.326,1.767,-0.000,-0.000
-69.792,72.902,8.277,-69.999,-180.000,114.040,a_1,-1.355,0.271,0.267,0.204,-0.177,-3.171,-0.907,-4.865,1.410,1.487,1.156,-0.994,-1.278,1.801,-5.632,-0.105,-0.833,2.573,0.818,2.499,2.251,1.506,1.924,-0.000,-0.000
-71.767,51.434,12.496,114.324,80.000,101.996,a_1,-1.353,-0.965,0.608,0.465,0.456,-1.149,-0.635,-1.298,0.540,0.588,-0.514,-2.202,-1.105,1.825,-4.936,-0.483,-4.019,1.043,0.631,4.538,-2.015,1.776,1.783,0.000,-0.000
-73.775,58.026,0.388,121.482,80.000,70.545,a_1,-1.350,-0.943,0.265,0.202,0.508,-1.226,-0.645,-2.051,0.567,0.828,-0.565,-3.097,-0.970,1.787,-5.146,-0.491,-3.906,0.915,0.691,3.884,-2.462,1.436,1.814,-0.000,-0.000
-67.656,69.675,2.090,-69.729,-180.000,137.629,a_1,-1.350,0.249,0.950,0.726,-0.205,-3.259,-0.930,-4.321,1.292,1.009,1.242,-1.392,-1.373,1.831,-5.001,-0.098,-0.987,2.726,0.773,3.152,2.621,1.855,1.898,-0.000,-0.000
-69.528,68.019,0.001,-70.528,179.999,-202.376,a_1,-1.349,0.117,1.342,1.025,-0.229,-3.452,-0.971,-4.046,1.225,0.797,1.275,-1.718,-1.465,1.837,-4.905,-0.104,-0.884,2.519,0.762,3.368,2.441,1.839,1.891,0.000,-0.000
-77.973,54.800,14.755,-70.000,-161.477,-239.781,a_1,-1.348,0.141,0.228,0.174,-0.087,-3.020,-0.960,-4.131,1.319,1.512,1.336,0.143,-0.927,1.891,-3.276,-0.191,-1.129,1.410,0.632,5.474,1.070,1.952,1.790,0.000,-0.000
-70.674,68.122,35.025,-104.681,-94.988,300.580,a_1,-1.347,-1.531,0.488,0.372,0.713,-1.097,-0.027,-4.721,1.182,1.031,1.203,0.507,-1.652,1.657,-6.429,-0.371,-3.062,1.448,0.804,2.330,-1.091,1.161,1.898,0.000,-0.000
265.021,67.503,31.275,-107.183,-86.730,297.965,a_1,-1.344,-1.519,0.017,0.013,0.730,-2.104,-0.284,-3.980,0.994,1.189,1.249,0.459,-1.868,1.667,-5.684,-0.454,-1.646,-0.587,0.813,2.605,-4.024,0.209,1.846,0.000,-0.000
270.000,68.210,4.339,-90.396,-68.217,-62.207,a_1,-1.344,-0.951,0.181,0.139,0.492,-0.456,0.109,-3.429,0.905,1.353,1.349,0.759,-0.901,1.795,-2.540,-0.562,-3.467,-0.542,0.700,4.455,-4.694,0.637,1.757,0.000,-0.000
268.256,70.000,-9.226,-60.964,-170.331,-356.975,a_1,-1.337,-0.366,-1.175,-0.898,-0.327,-4.022,-1.125,-4.432,1.301,1.807,1.333,1.304,-1.324,1.880,-0.991,-0.177,-0.045,0.547,0.644,5.536,0.043,1.074,1.775,-0.000,-0.000
251.702,68.952,20.629,-103.397,-92.298,289.667,a_1,-1.331,-1.589,-0.309,-0.236,0.718,-3.323,-0.591,-3.327,0.870,1.118,1.272,0.253,-1.587,1.697,-4.676,-0.414,-0.300,-1.532,0.794,2.875,-4.575,-0.247,1.791,0.000,-0.000
264.570,45.230,39.767,-117.078,-95.000,-114.522,a_1,-1.330,-1.484,-0.354,-0.271,0.628,-2.618,-0.425,-1.492,0.663,0.570,1.329,-1.496,-1.419,1.777,-6.270,-0.388,-1.345,-0.228,0.640,4.185,-2.967,0.466,1.800,0.000,-0.000
247.946,45.000,-146.157,46.264,-105.662,204.210,a_1,-1.329,-1.208,0.494,0.377,0.245,-3.136,-0.784,-0.243,0.471,-0.397,1.362,-2.199,-1.255,0.034,-2.257,0.118,-1.669,-0.529,0.496,6.521,1.618,0.059,1.637,0.000,-0.000
266.306,57.018,-23.659,131.189,80.000,-290.558,a_1,-1.329,-1.045,-0.109,-0.083,0.522,-1.115,-0.654,-2.291,0.643,1.068,-0.553,-3.331,0.053,1.696,-2.342,-0.485,-2.336,-0.467,0.635,5.539,-3.857,0.669,1.715,-0.000,-0.000
265.971,68.996,-18.372,66.861,167.361,126.913,a_1,-1.328,-0.378,-1.279,-0.977,-0.237,1.948,0.468,-5.465,1.598,3.045,-0.399,-3.027,-1.794,1.759,-4.078,-0.182,0.360,0.335,0.755,3.721,-0.444,0.658,1.854,-0.000,-0.000
-74.390,67.986,8.999,103.015,80.000,143.737,a_1,-1.325,-1.413,0.628,0.480,0.645,-1.732,-0.672,-1.388,0.702,0.669,-0.704,-2.646,-1.579,1.738,-6.625,-0.512,-3.983,0.697,0.808,2.114,-3.169,0.810,1.875,0.000,-0.000
-61.455,78.967,0.117,-68.325,-180.000,-304.140,a_1,-1.324,-0.066,-0.710,-0.542,-0.154,-2.732,-0.802,-5.003,1.416,1.506,1.167,0.183,-0.996,1.810,-4.239,-0.063,-1.261,3.776,0.781,2.761,3.403,2.016,1.901,0.000,-0.000
263.825,42.366,43.470,-129.099,-94.999,313.705,a_1,-1.324,-1.150,-0.540,-0.412,0.543,-2.326,-0.425,-2.199,0.497,0.550,1.335,-0.467,-1.411,1.778,-5.323,-0.410,-1.610,-0.282,0.592,4.970,-3.161,0.508,1.756,-0.000,-0.000
260.421,54.840,12.138,-70.000,-111.451,154.140,a_1,-1.322,-0.788,-0.090,-0.069,0.419,-2.026,-0.720,-2.862,1.194,1.356,1.362,0.563,-0.913,1.844,-2.094,-0.436,-1.909,-0.785,0.617,5.819,-3.754,0.370,1.692,-0.000,-0.000
247.856,63.199,0.740,111.409,80.000,-239.696,a_1,-1.320,-1.410,-0.054,-0.041,0.644,-1.258,-0.662,-0.950,0.535,1.263,-0.649,-2.148,-0.797,1.726,-3.975,-0.493,-1.012,-1.963,0.740,3.599,-5.774,-0.471,1.723,-0.000,-0.000
269.991,70.000,-10.769,-82.868,-57.952,246.997,a_1,-1.318,-0.683,-0.656,-0.501,0.378,0.166,0.247,-2.097,0.783,1.393,1.332,-0.780,-0.189,1.760,-2.491,-0.629,-3.915,-0.800,0.706,4.253,-5.563,0.537,1.745,-0.000,-0.000
260.416,39.188,29.157,-133.511,-95.000,296.696,a_1,-1.318,-0.860,-0.989,-0.755,0.339,-2.439,-0.458,-0.569,0.175,-0.069,1.181,-2.175,-1.019,1.841,-5.043,-0.375,-1.247,-0.379,0.555,5.365,-3.000,0.381,1.731,-0.000,-0.000
248.245,45.000,-130.179,-11.426,-95.641,-110.809,a_1,-1.317,-0.753,-1.014,-0.775,-0.128,-2.499,-0.605,0.955,-0.055,-1.167,0.839,-4.258,-1.550,0.091,-3.035,-0.020,-0.547,-0.687,0.533,6.058,0.034,-0.041,1.671,0.000,-0.000
262.831,43.514,46.221,-119.625,-95.000,262.615,a_1,-1.315,-1.451,-0.341,-0.260,0.624,-2.828,-0.451,-2.000,0.705,0.626,1.350,-0.869,-1.412,1.752,-6.155,-0.374,-1.126,-0.283,0.621,4.380,-2.920,0.412,1.788,-0.000,-0.000
-85.082,61.724,1.561,70.000,173.524,151.387,a_1,-1.315,-0.290,-1.182,-0.903,-0.227,2.793,0.706,-4.749,1.410,1.983,-0.566,-3.048,-1.618,1.820,-5.597,-0.157,-0.039,0.999,0.756,3.492,0.538,1.068,1.884,0.000,-0.000
-80.850,44.468,50.892,-127.360,-94.750,-74.658,a_1,-1.315,-1.343,-0.227,-0.173,0.635,-1.814,-0.189,-2.522,0.703,0.484,1.310,-0.835,-1.694,1.726,-6.920,-0.398,-2.347,0.511,0.635,3.961,-1.901,1.173,1.834,0.000,-0.000
241.481,64.258,-19.641,131.700,80.000,-265.901,a_1,-1.313,-1.208,0.020,0.015,0.532,-0.877,-0.604,-0.821,0.381,1.063,-0.526,-1.764,-0.297,1.697,-1.440,-0.440,-0.514,-2.594,0.655,4.903,-5.546,-0.787,1.635,0.000,-0.000
-65.668,62.303,0.895,-161.081,180.000,131.483,a_1,-1.313,-0.630,1.478,1.129,-0.191,-0.363,-0.159,0.593,-0.026,-3.911,0.490,-3.323,-1.754,1.820,-5.959,-0.100,-1.189,2.502,0.755,3.171,2.743,1.957,1.893,0.000,-0.000
268.604,49.738,-10.971,124.562,80.000,-275.263,a_1,-1.312,-0.991,0.045,0.034,0.480,-0.990,-0.641,-1.832,0.618,0.961,-0.514,-2.782,-0.135,1.778,-2.401,-0.473,-2.608,-0.179,0.583,6.134,-3.375,0.926,1.689,0.000,-0.000
260.324,59.856,6.169,113.976,72.295,130.575,a_1,-1.310,-1.209,0.344,0.263,0.517,-2.126,-0.836,-0.531,0.459,1.363,-0.585,-1.542,-0.849,1.773,-3.859,-0.556,-2.635,-1.131,0.708,4.195,-5.427,0.095,1.741,0.000,-0.000
-66.356,89.032,0.939,-71.296,-180.000,327.152,a_1,-1.307,-1.051,-0.250,-0.191,-0.051,-3.177,-0.850,-5.295,1.445,1.535,1.034,-0.872,-1.375,1.720,-6.343,-0.065,-0.663,3.412,0.926,0.595,2.612,0.915,1.972,-0.000,-0.000
-59.585,54.165,1.249,123.079,80.000,-242.914,a_1,-1.305,-0.835,0.923,0.705,0.334,-1.290,-0.629,-0.789,0.481,0.361,-0.408,-1.462,-0.560,1.824,-3.506,-0.488,-4.895,2.017,0.575,5.021,-0.911,2.748,1.721,-0.000,-0.000
268.971,68.872,-19.541,123.711,77.451,176.478,a_1,-1.304,-1.389,0.263,0.201,0.520,-2.808,-0.810,-0.476,0.566,1.365,-0.581,-1.520,0.184,1.737,-2.144,-0.607,-3.536,-0.796,0.690,4.569,-5.336,0.558,1.735,0.000,-0.000
255.670,45.000,-124.947,-31.512,-98.143,-107.165,a_1,-1.302,-0.326,-1.289,-0.985,-0.372,-1.711,-0.473,1.225,-0.162,-1.205,0.580,-4.865,-1.045,0.099,-3.120,-0.193,-0.264,-0.502,0.558,6.115,-1.294,0.299,1.697,0.000,-0.000
-89.703,34.997,44.977,-114.030,-95.000,258.188,a_1,-1.301,-1.287,-0.239,-0.182,0.541,-2.313,-0.324,-1.822,0.714,0.576,1.441,-0.526,-1.183,1.832,-4.900,-0.374,-1.883,0.136,0.506,5.911,-2.020,1.095,1.729,-0.000,-0.000
-68.049,79.723,0.032,-50.996,180.000,360.000,a_1,-1.300,-0.780,-0.580,-0.443,-0.168,-2.538,-0.707,-5.946,1.654,2.456,0.977,-0.470,-1.276,1.799,-4.934,-0.076,-0.720,3.113,0.824,2.330,2.686,1.540,1.929,-0.000,-0.000
-69.742,68.540,1.639,-48.035,-180.000,-228.046,a_1,-1.300,0.371,0.328,0.251,-0.243,-2.629,-0.762,-5.473,1.604,2.258,1.076,-1.055,-1.317,1.846,-4.503,-0.103,-0.874,2.562,0.751,3.570,2.470,1.903,1.883,-0.000,-0.000
-72.000,46.612,16.476,115.561,79.856,82.934,a_1,-1.298,-0.840,0.456,0.348,0.425,-1.180,-0.645,-1.509,0.506,0.714,-0.485,-2.377,-1.141,1.833,-5.025,-0.493,-4.060,0.959,0.593,4.850,-2.051,1.859,1.764,-0.000,-0.000
268.442,66.465,-7.162,98.016,87.503,180.000,a_1,-1.292,-1.429,0.022,0.017,0.694,-2.128,-0.600,-1.957,0.967,1.076,-0.701,-3.280,-0.693,1.724,-4.965,-0.557,-2.977,-0.637,0.778,3.090,-4.940,0.327,1.812,0.000,-0.000
-74.532,68.850,6.681,-104.017,-80.000,-359.826,a_1,-1.291,-1.215,0.536,0.409,0.543,0.694,0.153,-3.565,0.763,1.657,1.285,0.322,-0.929,1.773,-3.567,-0.594,-4.896,0.654,0.699,3.864,-3.891,1.288,1.786,0.000,-0.000
-89.916,55.436,4.785,69.997,171.107,-238.130,a_1,-1.291,-0.534,-1.080,-0.825,-0.263,2.675,0.658,-4.689,1.397,2.154,-0.520,-3.077,-1.490,1.833,-5.270,-0.166,0.161,0.556,0.700,4.194,0.111,0.959,1.846,0.000,-0.000
-69.302,76.106,0.001,-37.452,-180.000,107.518,a_1,-1.286,0.165,-0.455,-0.347,-0.189,-1.954,-0.582,-6.218,1.775,2.839,0.851,-0.816,-1.338,1.814,-4.886,-0.095,-0.791,2.826,0.806,2.683,2.430,1.603,1.918,0.000,-0.000
-75.371,67.400,0.000,-96.556,-54.380,259.999,a_1,-1.283,-0.469,-0.483,-0.369,0.268,1.104,0.468,-2.180,0.728,1.414,1.252,-1.360,-0.736,1.754,-4.290,-0.636,-5.097,0.401,0.716,3.495,-4.523,1.088,1.789,-0.000,-0.000
-68.159,51.063,36.499,-87.823,-95.000,-179.006,a_1,-1.283,-1.082,-0.192,-0.147,0.554,0.162,0.015,-3.066,1.266,0.594,1.246,-0.431,-1.724,1.753,-5.776,-0.489,-4.227,1.177,0.641,4.029,-1.898,1.796,1.800,-0.000,-0.000
258.278,70.000,-4.139,-66.275,-122.179,83.936,a_1,-1.283,-0.748,-0.854,-0.652,0.356,-2.213,-0.907,-4.092,1.213,1.443,1.330,1.787,-0.915,1.828,-0.679,-0.436,-1.659,-1.288,0.651,5.362,-4.012,0.195,1.709,0.000,-0.000
253.290,69.983,-5.917,-95.470,-95.000,359.251,a_1,-1.283,-1.230,-0.461,-0.352,0.588,-2.035,-0.581,-3.154,0.636,1.227,1.389,1.053,-0.812,1.795,-1.001,-0.491,-1.761,-1.926,0.671,4.986,-5.163,-0.171,1.691,0.000,-0.000
266.033,40.424,15.301,114.454,80.000,-274.758,a_1,-1.283,-0.981,0.169,0.129,0.464,-0.989,-0.633,-1.400,0.504,0.905,-0.494,-2.292,-0.682,1.848,-3.736,-0.469,-2.544,-0.233,0.539,6.050,-3.494,0.740,1.689,0.000,-0.000
-61.420,54.930,50.747,-132.932,180.000,-308.245,a_1,-1.281,0.156,-0.207,-0.158,-0.136,-3.157,-0.921,-2.677,0.785,-0.703,1.268,-0.152,-0.583,1.656,-7.425,-0.108,-1.785,2.291,0.733,2.826,2.832,2.006,1.896,0.000,-0.000
249.123,43.278,28.607,107.496,80.000,106.466,a_1,-1.280,-1.196,0.180,0.138,0.499,-0.998,-0.615,-0.478,0.358,1.012,-0.504,-1.370,-1.015,1.789,-4.293,-0.455,-1.241,-1.190,0.582,5.133,-4.944,-0.375,1.669,0.000,-0.000
-81.612,40.153,21.650,-96.331,-85.203,-134.706,a_1,-1.280,-1.089,-0.402,-0.307,0.478,-0.829,-0.029,-1.249,0.737,0.764,1.461,-0.918,-0.817,1.875,-3.307,-0.480,-3.408,0.467,0.515,6.398,-2.405,1.672,1.681,-0.000,-0.000
-90.000,61.460,2.294,60.184,170.326,130.093,a_1,-1.278,-0.424,-1.217,-0.930,-0.222,2.308,0.567,-5.265,1.540,2.663,-0.477,-3.074,-1.578,1.811,-5.624,-0.172,0.250,0.602,0.757,3.457,-0.047,0.815,1.875,-0.000,-0.000
-69.571,70.914,0.001,-50.358,179.987,-191.321,a_1,-1.277,0.140,1.198,0.915,-0.193,-2.883,-0.808,-5.330,1.558,1.972,1.077,-2.036,-1.559,1.816,-5.512,-0.099,-0.797,2.560,0.802,2.745,2.381,1.611,1.916,0.000,-0.000
